plotID,siteID,lon,lat,stand_age_30m,forest_type_30m
TREE_042,TREE,-89.591099,45.495221,39.0,natural
TREE_053,TREE,-89.592476,45.491645,39.0,natural
TREE_049,TREE,-89.591026,45.493852,39.0,natural
TREE_046,TREE,-89.592162,45.49355,39.0,natural
TREE_055,TREE,-89.594035,45.49189,39.0,natural
TREE_056,TREE,-89.591768,45.492738,39.0,natural
TREE_050,TREE,-89.590096,45.49009,39.0,natural
TREE_054,TREE,-89.593198,45.49057,39.0,natural
TREE_052,TREE,-89.590168,45.491181,39.0,natural
TREE_051,TREE,-89.593697,45.493514,39.0,natural
TREE_057,TREE,-89.58023,45.492749,39.0,natural
TREE_025,TREE,-89.58222,45.494325,39.0,natural
TREE_043,TREE,-89.577266,45.494978,20.0,natural
TREE_044,TREE,-89.579154,45.494653,20.0,natural
TREE_048,TREE,-89.579211,45.495481,39.0,natural
TREE_047,TREE,-89.58799,45.495261,39.0,natural
TREE_041,TREE,-89.587995,45.494189,39.0,natural
TREE_040,TREE,-89.585717,45.495318,39.0,natural
TREE_039,TREE,-89.582576,45.493221,39.0,natural
TREE_045,TREE,-89.583402,45.495102,39.0,natural
TREE_017,TREE,-89.576619,45.492422,39.0,planted
TREE_019,TREE,-89.574026,45.494384,18.0,natural
TREE_010,TREE,-89.56329,45.494884,29.0,planted
TREE_016,TREE,-89.566391,45.495625,39.0,natural
TREE_001,TREE,-89.569881,45.487729,39.0,natural
TREE_014,TREE,-89.569452,45.486646,3.0,natural
TREE_009,TREE,-89.569418,45.485858,39.0,natural
TREE_060,TREE,-89.568055,45.498289,39.0,natural
TREE_012,TREE,-89.573517,45.491401,39.0,natural
TREE_005,TREE,-89.5554,45.481809,,none
TREE_011,TREE,-89.554554,45.497234,22.0,natural
TREE_018,TREE,-89.567838,45.493691,29.0,natural
TREE_003,TREE,-89.577675,45.490243,39.0,natural
TREE_007,TREE,-89.557229,45.496911,39.0,natural
TREE_008,TREE,-89.55497,45.480466,,none
TREE_006,TREE,-89.551228,45.491627,6.0,natural
TREE_004,TREE,-89.556089,45.479917,39.0,natural
TREE_002,TREE,-89.567781,45.492353,39.0,natural
TREE_015,TREE,-89.554887,45.48697,39.0,natural
TREE_023,TREE,-89.551853,45.488111,39.0,natural
TREE_062,TREE,-89.56961,45.48203,39.0,natural
TREE_064,TREE,-89.560389,45.499011,39.0,planted
TREE_022,TREE,-89.551312,45.493267,39.0,planted
TREE_063,TREE,-89.558176,45.483958,39.0,planted
UNDE_048,UNDE,-89.540445,46.232136,39.0,natural
UNDE_038,UNDE,-89.534573,46.232249,39.0,natural
UNDE_037,UNDE,-89.541941,46.231276,39.0,natural
UNDE_045,UNDE,-89.539694,46.233222,39.0,natural
UNDE_058,UNDE,-89.538847,46.23109,39.0,natural
UNDE_052,UNDE,-89.542432,46.233161,39.0,natural
UNDE_047,UNDE,-89.536561,46.23277,39.0,natural
UNDE_054,UNDE,-89.537275,46.231644,39.0,natural
UNDE_057,UNDE,-89.540913,46.234299,39.0,natural
UNDE_050,UNDE,-89.537992,46.2295,39.0,planted
UNDE_055,UNDE,-89.536012,46.229528,39.0,planted
UNDE_059,UNDE,-89.532533,46.230692,39.0,planted
UNDE_065,UNDE,-89.533647,46.236329,39.0,natural
UNDE_043,UNDE,-89.542459,46.234247,39.0,natural
UNDE_044,UNDE,-89.53264,46.231744,10.0,planted
UNDE_049,UNDE,-89.536457,46.230581,39.0,natural
UNDE_056,UNDE,-89.543158,46.232064,39.0,natural
UNDE_078,UNDE,-89.531597,46.234214,39.0,natural
UNDE_061,UNDE,-89.535041,46.233351,39.0,natural
UNDE_060,UNDE,-89.53571,46.23142,39.0,natural
UNDE_014,UNDE,-89.513299,46.22596,39.0,natural
UNDE_013,UNDE,-89.537131,46.227894,39.0,natural
UNDE_002,UNDE,-89.544805,46.243102,39.0,natural
UNDE_001,UNDE,-89.560771,46.234625,39.0,natural
UNDE_003,UNDE,-89.53609,46.256247,10.0,planted
UNDE_010,UNDE,-89.541857,46.237778,39.0,planted
UNDE_006,UNDE,-89.512657,46.254613,39.0,natural
UNDE_011,UNDE,-89.505026,46.215104,39.0,natural
UNDE_007,UNDE,-89.53615,46.248716,39.0,natural
UNDE_012,UNDE,-89.504463,46.236979,39.0,planted
UNDE_008,UNDE,-89.515052,46.256193,39.0,natural
UNDE_016,UNDE,-89.525485,46.24597,9.0,natural
UNDE_020,UNDE,-89.481736,46.207506,39.0,natural
UNDE_021,UNDE,-89.5118,46.218464,39.0,natural
UNDE_022,UNDE,-89.56955,46.230668,39.0,natural
UNDE_018,UNDE,-89.53471,46.243048,39.0,planted
UNDE_019,UNDE,-89.543562,46.258243,39.0,natural
UNDE_023,UNDE,-89.501807,46.230008,39.0,natural
UNDE_015,UNDE,-89.506506,46.231237,39.0,planted
UNDE_027,UNDE,-89.49004,46.210824,39.0,natural
WREF_089,WREF,-121.960577,45.822925,40.0,natural
WREF_082,WREF,-121.956961,45.831459,31.0,natural
WREF_077,WREF,-121.958667,45.823126,40.0,natural
WREF_083,WREF,-121.96286,45.822868,40.0,natural
WREF_086,WREF,-121.957115,45.822279,40.0,natural
WREF_081,WREF,-121.953247,45.823053,40.0,natural
WREF_076,WREF,-121.965178,45.822919,40.0,natural
WREF_070,WREF,-121.955555,45.824185,40.0,natural
WREF_074,WREF,-121.958887,45.830918,30.0,natural
WREF_072,WREF,-121.966341,45.824274,40.0,natural
WREF_080,WREF,-121.960543,45.824762,8.0,planted
WREF_073,WREF,-121.960125,45.825842,40.0,natural
WREF_079,WREF,-121.963268,45.825308,40.0,natural
WREF_085,WREF,-121.961221,45.830691,32.0,natural
WREF_084,WREF,-121.960095,45.829328,30.0,natural
WREF_078,WREF,-121.954683,45.829818,40.0,natural
WREF_088,WREF,-121.957054,45.828745,28.0,natural
WREF_087,WREF,-121.963552,45.828555,40.0,natural
WREF_075,WREF,-121.958225,45.826902,30.0,natural
WREF_071,WREF,-121.958541,45.829046,30.0,natural
WREF_012,WREF,-121.863912,45.840576,40.0,natural
WREF_016,WREF,-121.993608,45.826426,40.0,natural
WREF_015,WREF,-122.017923,45.826107,40.0,natural
WREF_013,WREF,-122.018935,45.835857,22.0,natural
WREF_001,WREF,-121.999068,45.844033,40.0,natural
WREF_003,WREF,-122.018608,45.831516,40.0,natural
WREF_018,WREF,-122.011717,45.828445,40.0,natural
WREF_020,WREF,-121.859917,45.830006,40.0,natural
WREF_002,WREF,-121.990796,45.811294,40.0,natural
WREF_019,WREF,-121.968998,45.819757,40.0,natural
WREF_010,WREF,-121.850642,45.828324,40.0,natural
WREF_007,WREF,-121.989672,45.850153,40.0,natural
WREF_008,WREF,-121.973495,45.823595,40.0,natural
WREF_006,WREF,-121.813904,45.83118,40.0,natural
WREF_005,WREF,-122.002564,45.844315,40.0,natural
WREF_014,WREF,-121.99427,45.849932,40.0,natural
WREF_009,WREF,-122.001901,45.835945,40.0,natural
WREF_011,WREF,-121.983393,45.834707,40.0,natural
WREF_004,WREF,-121.998707,45.822941,40.0,natural
WREF_017,WREF,-121.99487,45.820485,40.0,natural
DELA_013,DELA,-87.817309,32.540611,39.0,natural
DELA_003,DELA,-87.815024,32.534942,39.0,natural
DELA_005,DELA,-87.814626,32.523355,25.0,natural
DELA_011,DELA,-87.817128,32.520324,37.0,natural
DELA_004,DELA,-87.81434,32.531982,39.0,natural
DELA_018,DELA,-87.799108,32.540987,39.0,natural
DELA_014,DELA,-87.818194,32.529789,23.0,natural
DELA_015,DELA,-87.813389,32.52874,39.0,natural
DELA_012,DELA,-87.816626,32.531168,39.0,natural
DELA_010,DELA,-87.800089,32.540456,39.0,natural
DELA_016,DELA,-87.808008,32.535814,21.0,planted
DELA_001,DELA,-87.805439,32.532072,39.0,natural
DELA_019,DELA,-87.802597,32.536383,39.0,natural
DELA_017,DELA,-87.806696,32.53257,39.0,natural
DELA_009,DELA,-87.816942,32.534101,39.0,natural
DELA_002,DELA,-87.818534,32.532479,39.0,natural
DELA_007,DELA,-87.801,32.538023,39.0,natural
DELA_020,DELA,-87.801338,32.538834,39.0,natural
DELA_006,DELA,-87.803842,32.533913,39.0,natural
DELA_008,DELA,-87.814098,32.540078,39.0,natural
DELA_046,DELA,-87.805473,32.537716,39.0,natural
DELA_053,DELA,-87.804178,32.537467,39.0,natural
DELA_051,DELA,-87.806138,32.538534,39.0,natural
DELA_043,DELA,-87.806784,32.539601,19.0,natural
DELA_040,DELA,-87.804522,32.538802,39.0,natural
DELA_052,DELA,-87.808066,32.539602,39.0,natural
DELA_041,DELA,-87.80774,32.540702,39.0,natural
DELA_044,DELA,-87.806187,32.540687,39.0,natural
DELA_039,DELA,-87.805842,32.542588,19.0,natural
DELA_054,DELA,-87.803252,32.541258,39.0,natural
DELA_045,DELA,-87.803565,32.540164,39.0,natural
DELA_042,DELA,-87.805209,32.541786,39.0,natural
DELA_055,DELA,-87.807759,32.541757,39.0,natural
DELA_037,DELA,-87.801968,32.539627,39.0,natural
DELA_050,DELA,-87.805178,32.539898,39.0,natural
DELA_056,DELA,-87.80198,32.540988,39.0,natural
DELA_047,DELA,-87.800368,32.539652,39.0,natural
DELA_048,DELA,-87.799123,32.540206,39.0,natural
DELA_049,DELA,-87.802307,32.542073,39.0,natural
DELA_038,DELA,-87.806804,32.54229,39.0,natural
DELA_023,DELA,-87.812539,32.541444,39.0,natural
DELA_022,DELA,-87.816365,32.541156,19.0,natural
DELA_021,DELA,-87.819123,32.526812,39.0,natural
DELA_059,DELA,-87.803298,32.5429,39.0,natural
LENO_061,LENO,-88.163277,31.857544,39.0,natural
LENO_065,LENO,-88.162383,31.85809,39.0,natural
LENO_062,LENO,-88.161742,31.857054,39.0,natural
LENO_068,LENO,-88.16045,31.856752,39.0,natural
LENO_067,LENO,-88.15917,31.857048,39.0,natural
LENO_064,LENO,-88.160721,31.854295,7.0,natural
LENO_063,LENO,-88.160393,31.855414,39.0,natural
LENO_066,LENO,-88.161981,31.853763,39.0,natural
LENO_069,LENO,-88.163255,31.852663,2.0,natural
LENO_070,LENO,-88.161999,31.852662,39.0,natural
LENO_003,LENO,-88.188214,31.808316,31.0,natural
LENO_002,LENO,-88.193888,31.806908,39.0,natural
LENO_014,LENO,-88.19903,31.810657,39.0,natural
LENO_011,LENO,-88.183042,31.825952,17.0,natural
LENO_005,LENO,-88.181484,31.82786,39.0,natural
LENO_015,LENO,-88.191496,31.815894,39.0,natural
LENO_010,LENO,-88.185679,31.809125,39.0,natural
LENO_012,LENO,-88.179966,31.80812,39.0,natural
LENO_009,LENO,-88.181314,31.811631,39.0,natural
LENO_018,LENO,-88.184743,31.810782,39.0,natural
LENO_006,LENO,-88.187361,31.814261,39.0,natural
LENO_013,LENO,-88.199428,31.818481,39.0,natural
LENO_007,LENO,-88.202238,31.812516,39.0,natural
LENO_008,LENO,-88.189901,31.814243,39.0,natural
LENO_022,LENO,-88.204159,31.815459,39.0,natural
LENO_001,LENO,-88.177623,31.824646,39.0,natural
LENO_016,LENO,-88.184532,31.817833,39.0,natural
LENO_021,LENO,-88.170173,31.83445,39.0,natural
LENO_017,LENO,-88.168348,31.841773,39.0,natural
LENO_004,LENO,-88.182318,31.821083,39.0,natural
LENO_019,LENO,-88.194691,31.818793,39.0,natural
UKFS_032,UKFS,-95.19703,39.041659,40.0,natural
UKFS_057,UKFS,-95.193596,39.042533,40.0,planted
UKFS_051,UKFS,-95.193274,39.043335,12.0,planted
UKFS_047,UKFS,-95.190752,39.040156,40.0,natural
UKFS_055,UKFS,-95.197127,39.044352,40.0,natural
UKFS_058,UKFS,-95.191082,39.039343,40.0,natural
UKFS_060,UKFS,-95.197094,39.043013,40.0,natural
UKFS_056,UKFS,-95.188548,39.03695,40.0,natural
UKFS_054,UKFS,-95.189174,39.034222,40.0,natural
UKFS_050,UKFS,-95.197907,39.035964,39.0,natural
UKFS_046,UKFS,-95.195799,39.034931,40.0,natural
UKFS_045,UKFS,-95.194835,39.037636,40.0,natural
UKFS_043,UKFS,-95.194409,39.035201,40.0,natural
UKFS_052,UKFS,-95.195145,39.03655,40.0,natural
UKFS_059,UKFS,-95.191638,39.03528,40.0,natural
UKFS_048,UKFS,-95.191972,39.034469,40.0,natural
UKFS_049,UKFS,-95.189978,39.037194,40.0,natural
UKFS_031,UKFS,-95.192035,39.036615,40.0,natural
UKFS_044,UKFS,-95.187902,39.038041,40.0,natural
UKFS_053,UKFS,-95.189322,39.039108,40.0,natural
UKFS_007,UKFS,-95.205279,39.037233,40.0,natural
UKFS_005,UKFS,-95.204735,39.054509,40.0,natural
UKFS_004,UKFS,-95.202721,39.043184,40.0,natural
UKFS_009,UKFS,-95.201392,39.045354,,none
UKFS_006,UKFS,-95.198575,39.033807,39.0,natural
UKFS_012,UKFS,-95.198263,39.045695,40.0,natural
UKFS_002,UKFS,-95.208663,39.046329,12.0,natural
UKFS_010,UKFS,-95.185979,39.052686,40.0,natural
UKFS_003,UKFS,-95.188064,39.052642,40.0,natural
UKFS_001,UKFS,-95.196953,39.037623,40.0,natural
UKFS_011,UKFS,-95.18811,39.032382,40.0,natural
UKFS_008,UKFS,-95.189911,39.033692,40.0,natural
UKFS_017,UKFS,-95.198344,39.047564,40.0,planted
UKFS_019,UKFS,-95.195736,39.031699,40.0,natural
UKFS_016,UKFS,-95.188442,39.042666,40.0,natural
UKFS_018,UKFS,-95.192935,39.053113,,none
UKFS_014,UKFS,-95.195979,39.039804,40.0,natural
UKFS_015,UKFS,-95.204399,39.0537,40.0,natural
UKFS_013,UKFS,-95.198461,39.052723,40.0,natural
UKFS_025,UKFS,-95.189541,39.055332,,none
YELL_002,YELL,-110.634896,44.932467,,none
YELL_016,YELL,-110.583711,44.965771,,none
YELL_013,YELL,-110.542179,44.972918,,none
YELL_006,YELL,-110.562787,44.971091,,none
YELL_020,YELL,-110.648504,44.943866,,none
YELL_008,YELL,-110.613808,44.959683,,none
YELL_014,YELL,-110.618703,44.96698,,none
YELL_001,YELL,-110.410361,44.917485,,none
YELL_011,YELL,-110.59138,44.957159,,none
YELL_004,YELL,-110.593234,44.962834,,none
YELL_003,YELL,-110.533202,44.954777,,none
YELL_010,YELL,-110.395165,44.916045,,none
YELL_005,YELL,-110.631377,44.948383,,none
YELL_007,YELL,-110.428945,44.917831,,none
YELL_018,YELL,-110.494684,44.968661,,none
YELL_023,YELL,-110.63332,44.938144,40.0,planted
YELL_012,YELL,-110.433659,44.944613,23.0,natural
YELL_009,YELL,-110.501884,44.970313,40.0,natural
YELL_021,YELL,-110.418459,44.904015,40.0,natural
YELL_022,YELL,-110.432189,44.938373,40.0,natural
YELL_047,YELL,-110.534361,44.952354,2.0,planted
YELL_054,YELL,-110.537032,44.953436,2.0,planted
YELL_058,YELL,-110.535871,44.954246,2.0,planted
YELL_044,YELL,-110.534358,44.953426,,none
YELL_052,YELL,-110.539286,44.954799,40.0,planted
YELL_055,YELL,-110.537775,44.954526,40.0,planted
YELL_062,YELL,-110.53702,44.952359,2.0,planted
YELL_056,YELL,-110.534349,44.951268,2.0,planted
YELL_048,YELL,-110.536649,44.951273,2.0,planted
YELL_060,YELL,-110.543091,44.954011,,none
YELL_051,YELL,-110.541571,44.954277,,none
YELL_053,YELL,-110.537804,44.949928,,none
YELL_045,YELL,-110.536291,44.950204,2.0,planted
YELL_046,YELL,-110.541582,44.952363,3.0,planted
YELL_061,YELL,-110.540441,44.953449,3.0,planted
YELL_049,YELL,-110.538939,44.951556,,none
YELL_059,YELL,-110.540065,44.952375,40.0,planted
YELL_043,YELL,-110.540081,44.950475,,none
YELL_050,YELL,-110.543079,44.95508,,none
YELL_057,YELL,-110.544609,44.95536,,none
YELL_015,YELL,-110.38335,44.919496,,none
BONA_072,BONA,-147.502131,65.157144,39.0,natural
BONA_079,BONA,-147.50471,65.15847,39.0,natural
BONA_070,BONA,-147.509712,65.153632,39.0,natural
BONA_075,BONA,-147.507859,65.158209,39.0,natural
BONA_078,BONA,-147.507861,65.156592,39.0,natural
BONA_076,BONA,-147.502084,65.155812,39.0,natural
BONA_082,BONA,-147.512298,65.156573,23.0,natural
BONA_071,BONA,-147.507196,65.154979,23.0,natural
BONA_087,BONA,-147.502127,65.158493,39.0,natural
BONA_084,BONA,-147.512957,65.155247,23.0,natural
BONA_080,BONA,-147.512286,65.153889,39.0,natural
BONA_086,BONA,-147.511623,65.15282,39.0,natural
BONA_088,BONA,-147.505953,65.15741,39.0,natural
BONA_089,BONA,-147.511087,65.155778,23.0,natural
BONA_085,BONA,-147.507156,65.153907,39.0,natural
BONA_083,BONA,-147.49758,65.154212,,none
BONA_074,BONA,-147.495004,65.154223,,none
BONA_081,BONA,-147.498863,65.155823,,none
BONA_077,BONA,-147.496312,65.15528,39.0,natural
BONA_073,BONA,-147.496992,65.156626,,none
BONA_014,BONA,-147.463406,65.17585,39.0,natural
BONA_011,BONA,-147.535493,65.195526,39.0,natural
BONA_001,BONA,-147.478155,65.174447,39.0,natural
BONA_018,BONA,-147.537397,65.193366,39.0,natural
BONA_023,BONA,-147.511225,65.16574,,none
BONA_009,BONA,-147.520277,65.169192,25.0,natural
BONA_002,BONA,-147.527149,65.163534,23.0,natural
BONA_012,BONA,-147.539152,65.153226,39.0,natural
BONA_008,BONA,-147.569318,65.156637,39.0,natural
BONA_093,BONA,-147.504653,65.155786,39.0,natural
BONA_007,BONA,-147.444473,65.193678,39.0,natural
BONA_005,BONA,-147.588585,65.160855,39.0,natural
BONA_021,BONA,-147.456573,65.151634,20.0,planted
BONA_026,BONA,-147.477756,65.192484,39.0,natural
BONA_022,BONA,-147.478421,65.1575,,none
BONA_010,BONA,-147.473951,65.157503,,none
BONA_003,BONA,-147.486275,65.201069,39.0,natural
BONA_004,BONA,-147.536694,65.190675,39.0,natural
BONA_006,BONA,-147.544089,65.176107,21.0,natural
BONA_016,BONA,-147.507406,65.199927,39.0,natural
BONA_013,BONA,-147.559452,65.17688,39.0,natural
DEJU_050,DEJU,-145.757613,63.880773,39.0,planted
DEJU_051,DEJU,-145.756523,63.878314,,none
DEJU_049,DEJU,-145.739296,63.88086,39.0,planted
DEJU_057,DEJU,-145.74124,63.878472,,none
DEJU_047,DEJU,-145.739248,63.88224,39.0,natural
DEJU_052,DEJU,-145.742293,63.881972,,none
DEJU_045,DEJU,-145.742977,63.880889,,none
DEJU_056,DEJU,-145.746585,63.881203,39.0,natural
DEJU_061,DEJU,-145.744879,63.87929,39.0,planted
DEJU_064,DEJU,-145.75948,63.88024,39.0,planted
DEJU_054,DEJU,-145.761422,63.878098,39.0,natural
DEJU_060,DEJU,-145.754647,63.8791,39.0,natural
DEJU_046,DEJU,-145.753497,63.877756,39.0,natural
DEJU_055,DEJU,-145.756002,63.876147,39.0,natural
DEJU_063,DEJU,-145.756557,63.877252,39.0,natural
DEJU_059,DEJU,-145.760666,63.881314,39.0,planted
DEJU_048,DEJU,-145.753351,63.881243,39.0,natural
DEJU_062,DEJU,-145.753398,63.880191,39.0,natural
DEJU_058,DEJU,-145.759013,63.876998,39.0,natural
DEJU_053,DEJU,-145.763712,63.881614,39.0,planted
DEJU_010,DEJU,-145.751463,63.937523,,none
DEJU_004,DEJU,-145.766038,63.912331,,none
DEJU_003,DEJU,-145.751133,63.930794,,none
DEJU_023,DEJU,-145.761389,63.934644,,none
DEJU_008,DEJU,-145.761176,63.897474,,none
DEJU_019,DEJU,-145.75105,63.891194,21.0,natural
DEJU_005,DEJU,-145.75386,63.896876,,none
DEJU_001,DEJU,-145.769965,63.89244,,none
DEJU_007,DEJU,-145.726499,63.866754,,none
DEJU_015,DEJU,-145.741425,63.87415,,none
DEJU_017,DEJU,-145.780721,63.883388,39.0,planted
DEJU_014,DEJU,-145.747612,63.831139,39.0,natural
DEJU_006,DEJU,-145.748058,63.835171,39.0,planted
DEJU_021,DEJU,-145.742041,63.860681,39.0,natural
DEJU_002,DEJU,-145.720429,63.879623,19.0,planted
DEJU_024,DEJU,-145.77447,63.887095,39.0,natural
DEJU_016,DEJU,-145.759874,63.857875,39.0,natural
DEJU_009,DEJU,-145.760668,63.853315,39.0,natural
DEJU_018,DEJU,-145.755235,63.837932,,none
DEJU_020,DEJU,-145.733569,63.845012,39.0,natural
HEAL_072,HEAL,-149.217768,63.874967,,none
HEAL_063,HEAL,-149.213458,63.874773,,none
HEAL_070,HEAL,-149.210384,63.874539,,none
HEAL_060,HEAL,-149.208549,63.874304,,none
HEAL_071,HEAL,-149.207344,63.874602,,none
HEAL_050,HEAL,-149.206114,63.874351,,none
HEAL_067,HEAL,-149.210226,63.872125,,none
HEAL_068,HEAL,-149.204963,63.874888,,none
HEAL_064,HEAL,-149.204268,63.8741,,none
HEAL_062,HEAL,-149.20905,63.872949,,none
HEAL_061,HEAL,-149.213818,63.87126,,none
HEAL_073,HEAL,-149.213929,63.872603,,none
HEAL_052,HEAL,-149.212668,63.872083,,none
HEAL_066,HEAL,-149.215103,63.872048,,none
HEAL_058,HEAL,-149.2134,63.873693,,none
HEAL_069,HEAL,-149.21519,63.873409,,none
HEAL_048,HEAL,-149.210438,63.875088,,none
HEAL_054,HEAL,-149.206228,63.875398,,none
HEAL_053,HEAL,-149.219446,63.873334,,none
HEAL_074,HEAL,-149.218255,63.873616,,none
HEAL_056,HEAL,-149.215246,63.874216,,none
HEAL_051,HEAL,-149.217694,63.87417,,none
HEAL_065,HEAL,-149.221417,63.87465,,none
HEAL_057,HEAL,-149.221445,63.875183,,none
HEAL_046,HEAL,-149.216447,63.873367,,none
HEAL_059,HEAL,-149.217564,63.872278,,none
HEAL_055,HEAL,-149.222557,63.873815,,none
HEAL_047,HEAL,-149.220657,63.872772,,none
HEAL_010,HEAL,-149.263772,63.877228,,none
HEAL_002,HEAL,-149.240036,63.871136,,none
HEAL_003,HEAL,-149.22988,63.865625,,none
HEAL_014,HEAL,-149.27372,63.886767,,none
HEAL_022,HEAL,-149.212622,63.887474,,none
HEAL_023,HEAL,-149.282289,63.887447,,none
HEAL_021,HEAL,-149.264221,63.8907,,none
HEAL_001,HEAL,-149.20477,63.88839,,none
HEAL_016,HEAL,-149.202685,63.877347,,none
HEAL_020,HEAL,-149.271288,63.871707,,none
HEAL_006,HEAL,-149.287604,63.869586,,none
HEAL_019,HEAL,-149.287199,63.894643,,none
HEAL_011,HEAL,-149.301221,63.887138,,none
HEAL_025,HEAL,-149.287886,63.87307,39.0,planted
HEAL_018,HEAL,-149.249124,63.862656,,none
HEAL_017,HEAL,-149.260444,63.866486,,none
HEAL_004,HEAL,-149.273634,63.863602,,none
HEAL_005,HEAL,-149.225089,63.897743,,none
HEAL_015,HEAL,-149.209551,63.894284,,none
HEAL_049,HEAL,-149.210328,63.873742,,none
HEAL_026,HEAL,-149.18997,63.886716,39.0,natural
HEAL_045,HEAL,-149.21903,63.875485,,none
HEAL_024,HEAL,-149.287305,63.881158,,none
