plotID,siteID,lon,lat,stand_age_gami
TEAK_003,TEAK,-119.010619,37.012962,222.0
TEAK_004,TEAK,-119.036304,37.001687,
TEAK_006,TEAK,-119.057146,36.975638,187.0
TEAK_025,TEAK,-119.024514,36.989997,173.0
TEAK_005,TEAK,-118.988578,37.058229,207.0
TEAK_011,TEAK,-119.002986,37.004153,196.0
TEAK_007,TEAK,-119.052104,36.999797,206.0
TEAK_014,TEAK,-119.042558,37.022379,181.0
TEAK_010,TEAK,-119.049096,37.014434,196.0
TEAK_012,TEAK,-119.009599,37.013801,215.0
TEAK_017,TEAK,-119.055283,36.994069,200.0
TEAK_013,TEAK,-119.041671,36.974821,211.0
TEAK_019,TEAK,-119.009213,36.97377,212.0
TEAK_020,TEAK,-119.008624,37.025679,214.0
TEAK_016,TEAK,-119.006407,37.030316,188.0
TEAK_015,TEAK,-119.044357,36.988308,210.0
TEAK_024,TEAK,-119.033679,36.993067,
TEAK_018,TEAK,-119.028942,36.978607,187.0
TREE_042,TREE,-89.591099,45.495221,88.0
TREE_053,TREE,-89.592476,45.491645,
TREE_049,TREE,-89.591026,45.493852,83.0
TREE_046,TREE,-89.592162,45.49355,72.0
TREE_055,TREE,-89.594035,45.49189,85.0
TREE_056,TREE,-89.591768,45.492738,84.0
TREE_050,TREE,-89.590096,45.49009,79.0
TREE_054,TREE,-89.593198,45.49057,62.0
TREE_052,TREE,-89.590168,45.491181,80.0
TREE_051,TREE,-89.593697,45.493514,86.0
TREE_057,TREE,-89.58023,45.492749,84.0
TREE_025,TREE,-89.58222,45.494325,84.0
TREE_043,TREE,-89.577266,45.494978,16.0
TREE_044,TREE,-89.579154,45.494653,16.0
TREE_048,TREE,-89.579211,45.495481,102.0
TREE_047,TREE,-89.58799,45.495261,107.0
TREE_041,TREE,-89.587995,45.494189,73.0
TREE_040,TREE,-89.585717,45.495318,89.0
TREE_039,TREE,-89.582576,45.493221,91.0
TREE_045,TREE,-89.583402,45.495102,112.0
TREE_017,TREE,-89.576619,45.492422,85.0
TREE_019,TREE,-89.574026,45.494384,87.0
TREE_010,TREE,-89.56329,45.494884,92.0
TREE_016,TREE,-89.566391,45.495625,79.0
TREE_001,TREE,-89.569881,45.487729,1.0
TREE_014,TREE,-89.569452,45.486646,87.0
TREE_009,TREE,-89.569418,45.485858,92.0
TREE_060,TREE,-89.568055,45.498289,88.0
TREE_012,TREE,-89.573517,45.491401,88.0
TREE_005,TREE,-89.5554,45.481809,106.0
TREE_011,TREE,-89.554554,45.497234,99.0
TREE_018,TREE,-89.567838,45.493691,88.0
TREE_003,TREE,-89.577675,45.490243,88.0
TREE_007,TREE,-89.557229,45.496911,64.0
TREE_008,TREE,-89.55497,45.480466,86.0
TREE_006,TREE,-89.551228,45.491627,91.0
TREE_004,TREE,-89.556089,45.479917,105.0
TREE_002,TREE,-89.567781,45.492353,93.0
TREE_015,TREE,-89.554887,45.48697,105.0
TREE_023,TREE,-89.551853,45.488111,92.0
TREE_062,TREE,-89.56961,45.48203,85.0
TREE_064,TREE,-89.560389,45.499011,78.0
TREE_022,TREE,-89.551312,45.493267,95.0
TREE_063,TREE,-89.558176,45.483958,85.0
UNDE_048,UNDE,-89.540445,46.232136,122.0
UNDE_038,UNDE,-89.534573,46.232249,124.0
UNDE_037,UNDE,-89.541941,46.231276,116.0
UNDE_045,UNDE,-89.539694,46.233222,122.0
UNDE_058,UNDE,-89.538847,46.23109,121.0
UNDE_052,UNDE,-89.542432,46.233161,120.0
UNDE_047,UNDE,-89.536561,46.23277,111.0
UNDE_054,UNDE,-89.537275,46.231644,106.0
UNDE_057,UNDE,-89.540913,46.234299,112.0
UNDE_050,UNDE,-89.537992,46.2295,121.0
UNDE_055,UNDE,-89.536012,46.229528,123.0
UNDE_059,UNDE,-89.532533,46.230692,123.0
UNDE_065,UNDE,-89.533647,46.236329,128.0
UNDE_043,UNDE,-89.542459,46.234247,116.0
UNDE_044,UNDE,-89.53264,46.231744,121.0
UNDE_049,UNDE,-89.536457,46.230581,123.0
UNDE_056,UNDE,-89.543158,46.232064,123.0
UNDE_078,UNDE,-89.531597,46.234214,126.0
UNDE_061,UNDE,-89.535041,46.233351,123.0
UNDE_060,UNDE,-89.53571,46.23142,120.0
UNDE_014,UNDE,-89.513299,46.22596,112.0
UNDE_013,UNDE,-89.537131,46.227894,102.0
UNDE_002,UNDE,-89.544805,46.243102,127.0
UNDE_001,UNDE,-89.560771,46.234625,120.0
UNDE_003,UNDE,-89.53609,46.256247,117.0
UNDE_010,UNDE,-89.541857,46.237778,122.0
UNDE_006,UNDE,-89.512657,46.254613,116.0
UNDE_011,UNDE,-89.505026,46.215104,95.0
UNDE_007,UNDE,-89.53615,46.248716,125.0
UNDE_012,UNDE,-89.504463,46.236979,86.0
UNDE_008,UNDE,-89.515052,46.256193,103.0
UNDE_016,UNDE,-89.525485,46.24597,120.0
UNDE_020,UNDE,-89.481736,46.207506,125.0
UNDE_021,UNDE,-89.5118,46.218464,91.0
UNDE_022,UNDE,-89.56955,46.230668,76.0
UNDE_018,UNDE,-89.53471,46.243048,136.0
UNDE_019,UNDE,-89.543562,46.258243,119.0
UNDE_023,UNDE,-89.501807,46.230008,123.0
UNDE_015,UNDE,-89.506506,46.231237,106.0
UNDE_027,UNDE,-89.49004,46.210824,104.0
WREF_089,WREF,-121.960577,45.822925,200.0
WREF_082,WREF,-121.956961,45.831459,196.0
WREF_077,WREF,-121.958667,45.823126,206.0
WREF_083,WREF,-121.96286,45.822868,208.0
WREF_086,WREF,-121.957115,45.822279,191.0
WREF_081,WREF,-121.953247,45.823053,206.0
WREF_076,WREF,-121.965178,45.822919,203.0
WREF_070,WREF,-121.955555,45.824185,181.0
WREF_074,WREF,-121.958887,45.830918,203.0
WREF_072,WREF,-121.966341,45.824274,214.0
WREF_080,WREF,-121.960543,45.824762,205.0
WREF_073,WREF,-121.960125,45.825842,181.0
WREF_079,WREF,-121.963268,45.825308,202.0
WREF_085,WREF,-121.961221,45.830691,208.0
WREF_084,WREF,-121.960095,45.829328,196.0
WREF_078,WREF,-121.954683,45.829818,196.0
WREF_088,WREF,-121.957054,45.828745,194.0
WREF_087,WREF,-121.963552,45.828555,197.0
WREF_075,WREF,-121.958225,45.826902,145.0
WREF_071,WREF,-121.958541,45.829046,175.0
WREF_012,WREF,-121.863912,45.840576,214.0
WREF_016,WREF,-121.993608,45.826426,208.0
WREF_015,WREF,-122.017923,45.826107,203.0
WREF_013,WREF,-122.018935,45.835857,148.0
WREF_001,WREF,-121.999068,45.844033,193.0
WREF_003,WREF,-122.018608,45.831516,202.0
WREF_018,WREF,-122.011717,45.828445,196.0
WREF_020,WREF,-121.859917,45.830006,224.0
WREF_002,WREF,-121.990796,45.811294,213.0
WREF_019,WREF,-121.968998,45.819757,214.0
WREF_010,WREF,-121.850642,45.828324,192.0
WREF_007,WREF,-121.989672,45.850153,210.0
WREF_008,WREF,-121.973495,45.823595,212.0
WREF_006,WREF,-121.813904,45.83118,242.0
WREF_005,WREF,-122.002564,45.844315,201.0
WREF_014,WREF,-121.99427,45.849932,208.0
WREF_009,WREF,-122.001901,45.835945,181.0
WREF_011,WREF,-121.983393,45.834707,182.0
WREF_004,WREF,-121.998707,45.822941,152.0
WREF_017,WREF,-121.99487,45.820485,207.0
